Year,Month,PrimaryType,Location Description,Arrest,Latitude,Longitude
F,E,F,C,1,41.87607707,-87.73365287
F,E,F,G,1,41.76615752,-87.67113828
F,E,A,G,0,41.71660303,-87.63580705
F,E,L,M,1,41.97557034,-87.65779721
F,F,A,K,0,41.81505163,-87.70268178
F,F,A,H,0,41.90177628,-87.64314395
F,E,C,G,0,41.79774209,-87.6225468
F,F,O,L,0,41.77952077,-87.66096236
F,F,O,C,0,41.76010028,-87.62236492
F,F,M,H,0,41.81505235,-87.66636854
F,F,L,G,0,41.97480339,-87.65153881
F,F,A,K,0,41.77312034,-87.56663764
F,F,A,H,0,41.77353896,-87.66532506
F,F,L,H,0,41.88668966,-87.74651379
F,F,L,H,0,41.90389041,-87.63199797
F,F,L,H,0,41.93273681,-87.64821267
F,E,L,K,0,41.96622694,-87.68697759
F,F,L,C,0,41.93442415,-87.71333397
F,F,H,C,0,41.90989191,-87.67989002
F,F,A,G,0,41.8516734,-87.63794224
F,F,M,C,0,41.91596077,-87.71025006
F,F,M,G,0,41.76313256,-87.62902082
F,F,O,J,0,41.86458345,-87.68649718
F,F,A,H,0,41.9492038,-87.71523834
F,F,O,H,0,41.94322884,-87.73214185
F,F,L,H,0,41.91332521,-87.67752937
B,G,G,K,0,41.73711683,-87.66066839
F,F,L,G,0,41.77300469,-87.69689833
F,C,O,C,0,41.83981113,-87.61714191
F,D,F,I,1,41.88068906,-87.72873316
F,F,A,K,0,41.72169837,-87.62534521
F,F,L,G,0,41.74053921,-87.58693249
F,D,F,K,1,41.88468582,-87.71197891
F,D,F,L,1,41.89070383,-87.70640419
F,D,F,H,1,41.87528584,-87.72409884
F,D,F,C,1,41.87796643,-87.72658869
F,D,F,H,1,41.87164843,-87.72385802
F,D,F,G,1,41.88068137,-87.72935749
F,D,F,G,1,41.7881576,-87.66199417
F,F,D,H,0,41.97104755,-87.6694984
F,D,F,G,1,41.78437236,-87.66797726
F,F,A,I,0,41.94927166,-87.66891932
F,B,F,H,1,41.87173222,-87.7164222
F,D,F,C,1,41.79190909,-87.65360149
F,B,F,H,1,41.87485061,-87.73527258
F,D,F,H,1,41.8806144,-87.70611358
F,F,A,H,0,41.92126109,-87.7315728
F,C,F,C,1,41.78133774,-87.61082672
F,B,F,I,1,41.88068906,-87.72873316
F,D,F,G,1,41.79190909,-87.65360149
F,B,F,H,1,41.88468582,-87.71197891
F,D,F,C,1,41.78331815,-87.5947083
F,C,F,C,1,41.87711188,-87.72379142
F,B,F,F,1,41.75908146,-87.56022212
F,C,F,G,1,41.7070254,-87.63446035
F,F,O,M,0,41.91864652,-87.64613311
F,D,F,F,1,41.89599419,-87.71388946
F,D,F,F,1,41.91126297,-87.76092184
F,F,A,K,0,41.95239655,-87.64503177
F,D,F,K,1,41.87588896,-87.70463597
F,D,F,G,1,41.75458129,-87.55703634
F,F,L,H,0,41.90947431,-87.62920724
F,F,L,K,0,41.9981272,-87.66617092
F,F,L,C,0,41.89887154,-87.73485015
F,F,B,G,0,41.70971819,-87.64777321
F,F,L,G,0,41.68748402,-87.66037656
F,F,A,H,0,41.87282915,-87.6325763
F,F,A,H,0,41.86643873,-87.70231284
F,F,A,C,0,41.87793585,-87.72911529
F,F,C,E,0,41.87057509,-87.71967163
F,F,A,J,0,41.74988027,-87.66342658
F,F,O,H,0,41.93991875,-87.65334401
F,F,L,A,0,41.74931588,-87.56862867
F,F,O,F,0,41.76874832,-87.72372593
F,F,M,G,0,41.77721449,-87.66171603
F,F,A,H,0,41.92354885,-87.72307771
F,F,A,J,0,41.9101204,-87.70610035
F,F,A,G,0,41.91038432,-87.68300041
F,C,C,G,0,41.9310171,-87.68039476
F,F,O,H,0,41.89639982,-87.71634279
F,F,M,G,0,41.90875579,-87.70697336
F,F,E,K,0,41.88233367,-87.62784179
F,F,A,H,0,41.89668507,-87.62768386
F,F,M,K,0,41.71651743,-87.62273193
F,F,O,K,0,41.89576841,-87.6854076
F,D,F,H,1,41.7767972,-87.66782092
F,F,C,G,0,41.87745092,-87.69477618
F,F,O,J,0,41.87845845,-87.74520475
F,E,F,A,1,41.95390047,-87.9074726
F,D,F,G,1,41.78042849,-87.67029486
F,D,F,F,1,41.76705854,-87.60724068
F,E,F,H,1,41.90174914,-87.72627542
F,D,F,L,1,41.7786807,-87.66419748
F,E,F,C,1,41.79958013,-87.61934678
F,B,F,A,1,41.95390047,-87.9074726
F,E,F,I,1,41.78674089,-87.66470402
F,D,F,G,1,41.77762283,-87.61314881
F,B,F,L,1,41.86818094,-87.70927139
F,E,F,K,1,42.00447374,-87.66462557
F,B,F,B,1,41.78898704,-87.74147999
F,B,F,O,1,41.878931,-87.63958562
F,F,M,F,0,41.98745143,-87.68956944
F,D,F,F,1,41.78627523,-87.66438252
F,F,A,H,0,41.75858693,-87.60507846
F,D,C,O,0,41.75251297,-87.60278698
F,B,F,B,1,41.97629041,-87.90522722
F,E,F,F,1,41.77737141,-87.65357
B,G,G,H,0,41.86187256,-87.71650597
F,B,F,B,1,41.97629041,-87.90522722
F,B,F,C,1,41.81947338,-87.60795857
F,E,F,H,1,41.77040142,-87.66188974
F,B,F,H,1,41.88202608,-87.69289453
F,E,F,I,1,41.76602521,-87.64443592
F,B,F,C,1,41.76400995,-87.5762543
F,B,F,B,1,41.97629041,-87.90522722
F,B,F,F,1,41.90314233,-87.75699403
F,E,F,J,1,41.87485061,-87.73527258
F,B,F,F,1,41.8758339,-87.72550363
F,E,F,A,1,41.95390047,-87.9074726
F,E,F,H,1,41.90089224,-87.72046138
F,E,F,I,1,41.76966194,-87.64452531
F,F,L,I,0,41.88465026,-87.62791546
F,F,A,G,0,41.78240899,-87.65092995
F,F,A,I,0,41.94608107,-87.64944827
F,D,A,C,0,42.00502809,-87.66087059
F,F,O,H,0,41.99794643,-87.67766189
F,E,A,G,0,41.96753474,-87.70355181
F,F,A,F,0,42.01403499,-87.67948007
F,B,F,H,1,41.7915183,-87.6548084
F,B,F,H,1,41.87164635,-87.72398287
F,A,F,G,1,41.75088903,-87.58288037
F,B,F,F,1,41.81249227,-87.7299545
F,B,F,F,1,41.87172964,-87.71850036
F,B,F,G,1,41.93104958,-87.78238348
G,D,A,C,0,41.75889644,-87.57445617
F,D,F,C,1,41.7846101,-87.69192527
F,E,F,A,1,41.95390047,-87.9074726
F,B,F,G,1,41.89851585,-87.69677393
F,B,F,A,1,41.95390047,-87.9074726
F,B,F,A,1,41.95390047,-87.9074726
F,E,F,H,1,41.74847212,-87.6038882
F,E,F,F,1,41.77886851,-87.67389658
F,E,F,H,1,41.78612933,-87.64251204
F,E,F,K,1,41.79185939,-87.64388067
F,D,F,B,1,41.78898704,-87.74147999
F,D,F,B,1,41.97629041,-87.90522722
F,E,F,I,1,41.82332006,-87.6232032
F,E,F,C,1,41.76015578,-87.55675291
F,E,F,F,1,41.76242316,-87.66982049
F,E,F,J,1,41.78701723,-87.6455056
F,F,O,C,1,41.83571841,-87.66808053
F,E,F,H,1,41.78981661,-87.66083645
F,E,F,H,1,41.7897974,-87.66083665
F,E,F,H,1,41.80914331,-87.60655655
F,E,F,H,1,41.8164553,-87.59855738
F,E,F,F,1,41.81047865,-87.61818403
F,F,O,L,0,41.65692386,-87.60513442
F,F,A,H,0,41.80237098,-87.59630501
F,F,A,K,0,41.96542292,-87.65557689
F,E,A,C,0,41.75107604,-87.61734489
F,F,M,C,0,41.76146808,-87.59087212
F,F,L,C,1,41.87619684,-87.67821752
F,F,H,K,0,41.88007057,-87.75354399
F,F,A,G,0,41.85609282,-87.65233495
F,F,M,K,0,41.96840553,-87.71278394
F,F,O,G,0,41.75285376,-87.56746525
F,F,M,G,0,41.77170236,-87.701094
F,F,A,I,0,41.94801118,-87.71087176
F,F,A,K,0,41.86319688,-87.61481782
F,F,O,G,0,41.79242793,-87.73661878
F,F,A,H,0,41.73104713,-87.57070649
F,F,A,G,0,41.75078243,-87.59182349
F,F,L,C,1,41.89111976,-87.76247899
F,F,M,H,0,41.94655013,-87.65915866
F,F,F,H,1,41.87891996,-87.72165548
F,F,L,C,1,41.97887761,-87.65788362
F,F,A,H,0,41.84572778,-87.66589589
F,F,D,G,0,41.77901304,-87.61559702
F,F,O,H,1,41.74398268,-87.66813791
F,F,M,H,0,41.69103591,-87.53528017
F,F,A,H,0,41.92882233,-87.68778161
F,F,O,A,0,41.90050559,-87.69928504
F,F,L,L,0,41.67750154,-87.66343829
F,F,M,K,0,41.8250356,-87.60572377
F,F,A,I,0,41.93989082,-87.67110074
F,D,O,G,0,41.74528452,-87.54427902
F,F,A,H,0,41.87658104,-87.74513751
F,F,L,H,1,41.96545271,-87.65319021
F,F,F,H,1,41.88527183,-87.6294804
F,F,L,C,0,41.88190344,-87.75512115
F,F,D,H,0,41.89721457,-87.72399699
F,F,D,H,0,41.90651439,-87.66757748
B,G,G,K,0,41.77776837,-87.65602757
F,F,A,G,0,41.77291137,-87.69689558
F,F,A,G,0,41.76824106,-87.68910447
F,E,C,C,0,41.93357279,-87.65219494
F,F,A,G,0,41.99938913,-87.66799353
F,F,L,G,0,41.92953279,-87.74492693
F,F,D,H,0,41.9176216,-87.658868
F,F,M,K,0,41.77665047,-87.66902128
F,F,C,G,0,41.85607857,-87.71634507
F,F,A,H,0,41.84902135,-87.71858205
F,F,D,G,1,41.94478415,-87.65425537
F,F,L,C,0,41.75351184,-87.64775451
F,E,C,G,0,41.73909558,-87.63764121
F,F,M,I,0,41.76852997,-87.66568495
F,F,M,G,0,41.78443151,-87.66069839
F,F,A,O,0,41.85065723,-87.61288072
F,F,A,G,0,41.96552285,-87.76556581
F,F,L,G,0,41.93467093,-87.74672099
F,F,L,G,0,41.95616958,-87.66543225
F,F,L,C,0,41.80699974,-87.60651109
F,F,L,C,0,41.96334809,-87.72667276
F,F,A,I,0,41.75153771,-87.58135928
F,F,L,H,0,41.65301814,-87.54715155
F,F,L,I,0,41.96991197,-87.68934158
F,F,L,H,0,41.75826768,-87.59078806
F,F,A,G,0,41.74415789,-87.58888398
F,F,A,C,0,41.96648841,-87.72167895
F,F,D,H,0,41.74137396,-87.62427171
F,F,H,L,1,41.80855261,-87.67041208
F,F,D,H,0,41.81002,-87.68808631
F,F,C,I,0,41.89169488,-87.62615583
F,F,A,I,0,41.94622144,-87.70825356
F,F,B,C,0,41.8945296,-87.71506425
F,F,A,C,0,41.87449306,-87.71440555
F,F,O,H,0,41.99636609,-87.68984012
F,F,A,I,0,41.89789513,-87.62409661
F,F,H,C,1,41.91804437,-87.73148177
F,F,M,C,0,41.77232781,-87.61865562
F,F,F,H,1,41.89997008,-87.71890173
F,F,J,H,1,41.76625305,-87.57474337
F,F,O,K,1,41.77905591,-87.69740311
F,F,L,G,1,41.74950451,-87.63669697
F,F,D,H,0,41.98087297,-87.65793977
F,F,F,G,1,41.75355224,-87.64167406
F,F,M,H,0,41.75595788,-87.65716219
F,F,F,H,1,41.77937648,-87.66965676
F,F,M,K,1,41.86327353,-87.61478759
F,F,O,L,0,41.70369952,-87.56445274
F,F,A,H,0,41.75187785,-87.55536847
F,F,A,C,0,41.75484679,-87.56386824
F,F,D,L,1,41.74091899,-87.63196775
F,F,L,K,0,41.74049782,-87.65832838
F,F,F,H,1,41.76387897,-87.65408069
F,F,L,C,1,41.76377228,-87.57808615
F,F,F,H,1,41.88948472,-87.67442383
F,F,O,G,0,41.77959804,-87.70315393
F,F,M,H,0,41.75691372,-87.71071702
F,F,A,K,0,41.79355268,-87.7764373
F,F,O,K,1,41.9010737,-87.63136393
F,F,M,H,0,41.69804411,-87.62385808
F,F,L,C,0,41.90715332,-87.63968057
F,F,F,H,1,41.68643662,-87.63252319
F,F,L,K,0,41.86319688,-87.61481782
F,F,A,G,0,41.9168486,-87.64605687
F,F,M,L,1,41.70392181,-87.56445375
F,F,L,H,0,41.73664117,-87.54445445
F,F,A,C,0,41.80080022,-87.65261631
F,F,L,H,0,41.73133987,-87.54695927
F,F,A,G,0,41.7948004,-87.67747752
F,F,L,H,0,41.80626991,-87.67098213
F,F,B,C,0,41.90639084,-87.7645655
F,F,L,C,0,41.84933419,-87.70639722
F,E,L,C,0,41.93277883,-87.78995038
F,F,M,L,0,41.93893607,-87.73883845
F,F,D,H,0,41.85976456,-87.7372156
F,F,A,H,0,41.92116305,-87.73644971
F,F,L,C,0,41.8602291,-87.71402184
F,F,C,E,0,41.84326903,-87.72573854
F,F,L,L,0,41.82969464,-87.70460384
F,F,L,H,0,41.90507462,-87.74676424
F,F,F,H,1,41.72764206,-87.5512026
F,F,M,C,0,41.88842566,-87.75169092
F,F,L,I,0,41.65322123,-87.54715273
B,G,G,N,1,41.65551786,-87.55152328
F,F,M,I,1,41.88278681,-87.7069296
F,F,A,C,0,41.76323624,-87.55980204
F,F,J,H,1,41.91947211,-87.77678416
F,F,M,H,0,41.88035566,-87.73056501
F,F,C,K,1,41.89140473,-87.62806151
F,F,D,H,0,41.92521747,-87.6358764
F,F,M,G,1,41.91141436,-87.80035606
F,F,D,H,0,41.91983163,-87.65996173
F,F,M,C,0,41.87449306,-87.71440555
F,F,A,I,1,41.73626912,-87.62776824
F,F,L,G,0,41.74323537,-87.71312103
F,F,D,L,0,41.90966425,-87.74272882
F,F,D,H,0,41.80961257,-87.68446817
F,F,M,G,1,41.85498854,-87.63478994
F,F,M,A,0,41.77002086,-87.6913338
F,F,M,H,0,41.771308,-87.60657689
F,F,L,H,0,41.90462476,-87.71032724
F,F,F,H,1,41.76410807,-87.68567461
F,F,L,G,0,41.9212885,-87.73524332
F,F,F,H,1,41.95933415,-87.71194913
F,F,L,H,0,41.88573911,-87.74577331
F,F,F,H,1,41.78034995,-87.68733707
F,F,D,G,0,41.85061173,-87.73338793
F,F,L,G,0,41.6538091,-87.60212139
F,F,M,H,0,41.85618135,-87.71759947
F,F,L,H,0,41.69396067,-87.62165847
F,F,L,H,0,41.99244564,-87.6603446
F,F,L,C,0,41.9834122,-87.67365855
F,F,L,G,1,41.93992508,-87.7223188
F,F,O,K,0,41.92855944,-87.76470303
F,F,L,G,0,41.90983003,-87.77645646
F,F,D,H,0,41.73391985,-87.61930505
F,F,F,H,1,41.82500519,-87.66673121
F,F,L,H,0,41.88357437,-87.70994788
F,F,O,O,0,41.88974191,-87.765198
F,F,F,H,1,41.77923493,-87.68524012
F,F,A,G,0,41.92187146,-87.64483816
F,F,A,G,0,41.6772281,-87.61498301
F,F,L,C,0,41.85732165,-87.65641117
F,F,A,H,0,41.87686043,-87.72553797
F,F,L,H,1,41.88228705,-87.73307702
F,F,A,I,0,41.89570948,-87.69005819
F,F,A,K,0,41.86319688,-87.61481782
F,F,O,G,0,41.76210049,-87.66859592
F,F,L,H,0,41.76836556,-87.64571954
F,F,M,G,0,41.74063342,-87.64739685
F,E,O,H,0,41.77742383,-87.64836878
G,D,A,K,0,41.90621057,-87.73187947
F,F,M,H,0,41.76055342,-87.65278161
F,F,O,G,0,41.67594733,-87.61775724
F,F,L,H,1,41.8093742,-87.6710712
F,F,O,G,0,41.830123,-87.6205302
F,F,L,K,0,41.95405826,-87.68536532
F,F,L,C,0,41.96093225,-87.65631203
F,F,D,G,0,41.71719117,-87.56577172
F,F,A,H,0,41.89005955,-87.65022244
F,F,M,G,0,41.88301077,-87.68498199
F,F,L,G,0,41.74022324,-87.54296695
F,F,B,G,0,41.68403521,-87.53766574
F,F,M,K,0,41.90974625,-87.67744476
F,F,L,G,1,41.93189474,-87.76380977
F,F,A,H,0,41.92093925,-87.66589164
F,D,O,F,0,41.89367163,-87.71168614
F,F,L,H,0,41.91105034,-87.67850786
F,F,M,C,0,41.92937531,-87.70736335
F,F,M,H,0,41.82573354,-87.61108358
F,F,A,F,0,41.81503622,-87.60281423
F,F,O,H,0,41.73786511,-87.63792563
F,F,O,H,1,41.76179499,-87.57620703
F,F,A,K,0,41.88981354,-87.61397974
F,F,H,H,1,41.72263708,-87.56144306
F,F,M,C,0,41.74764255,-87.66701177
F,F,M,O,0,41.94929416,-87.69810701
F,F,A,I,0,41.94559185,-87.74704729
F,F,A,C,0,42.00301514,-87.67052748
F,F,O,C,0,41.98646096,-87.6552839
F,F,C,H,0,41.9212885,-87.73524332
F,F,O,C,0,41.73303744,-87.6641988
F,F,A,K,0,41.73013154,-87.54643547
F,F,L,M,0,41.72198073,-87.60900483
B,G,G,H,0,41.75411591,-87.55033154
F,F,L,G,0,42.00021802,-87.70704107
F,F,L,C,0,42.01393185,-87.6649092
F,F,M,H,0,41.9620993,-87.78043578
F,F,A,H,0,41.94987595,-87.80716743
F,F,A,H,0,41.67610634,-87.63152615
F,F,M,H,0,41.74239748,-87.58445961
F,F,A,L,0,41.9424142,-87.64934778
F,F,A,G,0,41.73590904,-87.65501666
F,F,A,H,0,41.92632638,-87.65469368
F,F,L,K,1,41.80133091,-87.66400223
F,D,F,G,1,41.89318966,-87.74415142
F,F,A,K,0,41.79954851,-87.5884376
F,F,M,G,0,41.95161575,-87.66006109
F,F,D,H,0,41.67166445,-87.64901899
F,D,F,H,1,41.78494158,-87.66345405
F,F,O,G,0,41.89840325,-87.69923972
F,D,F,H,1,41.77040142,-87.66188974
F,D,F,F,1,41.90142858,-87.72017341
F,F,L,C,0,41.74503051,-87.65398258
F,F,M,K,0,41.82743345,-87.62006105
F,F,M,H,0,41.85672937,-87.63993207
F,F,M,O,0,41.82541238,-87.6097627
F,E,A,H,0,41.92981469,-87.64097124
F,F,A,G,0,42.00258379,-87.67377327
F,F,A,H,0,41.91873606,-87.67643414
F,F,A,O,0,41.95458543,-87.69324211
F,F,A,H,0,41.90707862,-87.68077467
F,F,L,G,0,41.85211828,-87.67957911
F,F,A,E,0,41.79709425,-87.75343066
F,F,A,L,0,41.83011687,-87.69359934
F,D,F,H,1,41.79053162,-87.65409275
F,F,A,L,0,41.93158252,-87.74274717
F,F,E,I,0,41.72759012,-87.58502358
F,D,F,F,1,41.77297208,-87.64461087
F,E,F,F,1,41.77453509,-87.69327579
F,F,O,G,0,41.86029571,-87.65908897
F,D,F,F,1,41.88560748,-87.77268963
F,F,A,H,0,41.83233723,-87.62179358
F,F,L,C,0,41.87172956,-87.71848567
F,F,A,G,0,41.67734925,-87.62744945
F,F,A,K,0,41.99078238,-87.80564253
F,F,L,C,0,41.92634389,-87.73745608
F,D,F,K,1,41.87591093,-87.70263826
F,F,D,H,0,41.76606692,-87.650502
F,D,F,H,1,41.87771027,-87.7427257
F,F,M,G,0,41.86718188,-87.71686612
F,D,F,H,1,41.88538607,-87.70701439
F,F,O,H,0,41.78046693,-87.67029813
F,F,O,C,0,41.97972759,-87.69418198
F,F,A,I,0,41.96881582,-87.67461815
F,D,F,G,1,41.7767972,-87.66782092
F,F,L,G,0,41.92117608,-87.78415133
F,F,A,H,0,41.77341456,-87.70908006
F,F,A,H,0,41.89511988,-87.7395535
F,F,M,O,0,41.78559091,-87.62174236
F,F,O,I,0,41.77306055,-87.61032573
F,F,A,C,0,41.85439427,-87.67590734
F,E,F,J,1,41.77305442,-87.64461366
F,F,A,K,0,41.86319688,-87.61481782
F,F,M,H,0,41.83934032,-87.61382236
F,F,A,C,0,41.86767136,-87.69593454
F,F,A,H,0,41.85496367,-87.62713324
F,F,A,H,0,41.88686381,-87.6268518
F,F,C,I,0,41.90316852,-87.67844146
F,F,L,C,0,41.90893572,-87.68841551
F,F,M,C,0,41.85461573,-87.71123125
F,E,F,C,1,41.75999184,-87.62881692
F,E,F,H,1,41.89590141,-87.71144781
F,B,F,L,1,41.86818094,-87.70927139
F,B,F,L,1,41.86818094,-87.70927139
F,B,F,C,1,41.77237958,-87.65109492
F,B,F,H,1,41.87767921,-87.74630247
F,E,F,H,1,41.77708574,-87.67264267
F,E,F,C,1,41.87516582,-87.73362099
F,E,F,H,1,41.79367018,-87.66375556
F,E,F,K,1,41.9102064,-87.69828162
F,E,F,G,1,41.78078225,-87.63867204
F,F,A,G,0,41.80689027,-87.58983438
F,F,O,M,0,41.84596886,-87.68547357
F,F,A,G,0,41.91815312,-87.78039641
F,F,B,G,0,41.73224208,-87.5880324
B,G,G,K,0,41.72928532,-87.66408754
F,F,A,C,0,41.74801152,-87.66580598
F,F,M,K,0,41.83478544,-87.67908401
F,E,A,H,0,41.67708607,-87.6613744
F,F,A,G,0,41.8830667,-87.76495601
F,F,L,C,0,41.88124961,-87.76654013
F,F,L,H,0,41.75083246,-87.60522475
F,F,L,H,0,41.94776938,-87.65696596
F,F,O,G,0,41.73340013,-87.64110993
F,F,C,H,0,41.89005105,-87.62882929
F,F,L,M,0,41.8143822,-87.60830581
F,F,L,F,0,41.77898725,-87.66547384
F,F,L,G,0,41.89280002,-87.62025979
F,F,A,G,0,41.89274592,-87.70647237
F,F,O,G,0,41.97603513,-87.84215055
F,F,M,C,0,41.82144188,-87.61992577
F,F,A,H,0,41.75832452,-87.59321739
F,D,F,H,1,41.77873194,-87.68851553
F,F,A,G,0,41.72846741,-87.5997807
F,F,M,H,0,41.86517767,-87.69460463
F,B,F,H,1,41.87172992,-87.71855176
F,B,F,H,1,41.87172956,-87.71848567
F,B,F,H,1,41.79329893,-87.66456619
F,B,F,H,1,41.88066079,-87.73118641
F,B,F,F,1,41.89577241,-87.71144539
F,F,O,A,0,41.76468631,-87.6840743
F,E,F,L,1,41.86818094,-87.70927139
F,B,F,C,1,41.75579713,-87.63442626
F,B,F,G,1,41.7778524,-87.650289
F,B,F,H,1,41.8792668,-87.72807091
F,F,L,M,0,41.87851302,-87.76642478
F,D,F,F,1,41.78842195,-87.62068434
F,F,M,G,0,41.69404362,-87.6534905
F,F,O,L,0,41.76006575,-87.66366152
F,F,F,H,1,41.73341469,-87.54018907
F,F,A,K,0,41.87436742,-87.64278902
F,F,M,C,0,41.75033427,-87.66504531
F,F,A,H,0,41.73239103,-87.58393104
F,E,C,O,0,41.69653035,-87.53769848
F,D,F,F,1,41.89117267,-87.75823284
F,B,F,F,1,41.76794131,-87.632282
F,D,F,C,1,41.7501543,-87.66100871
F,B,F,H,1,41.88009127,-87.73300577
F,D,F,F,1,41.78674273,-87.66455
F,D,F,C,1,41.87180543,-87.71167776
F,B,F,G,1,41.76419124,-87.65166552
F,B,F,C,1,41.88465094,-87.75522124
F,B,F,G,1,41.8672669,-87.71379605
F,B,F,F,1,41.87381579,-87.73522715
F,D,F,G,1,41.86905196,-87.72845365
F,D,F,H,1,41.72169869,-87.62539649
F,D,F,H,1,41.75999184,-87.62881692
F,D,F,G,1,41.74890961,-87.60147927
F,B,F,H,1,41.8961583,-87.71633777
F,B,F,F,1,41.97200319,-87.66112247
F,E,F,F,1,41.79204163,-87.77326736
F,B,F,F,1,41.87183601,-87.70922115
F,E,F,C,1,41.74320823,-87.65397248
F,B,F,C,1,41.86634674,-87.77293137
F,E,F,C,1,41.79496416,-87.66825278
F,B,F,L,1,41.88066079,-87.73118641
F,B,F,G,1,41.75411591,-87.55033154
G,D,L,O,0,0,0
F,E,F,F,1,41.78649959,-87.64981588
F,F,A,G,0,41.74900293,-87.60148187
F,F,O,H,0,41.81883833,-87.65865824
F,F,L,G,0,41.74781261,-87.54797123
F,E,F,G,1,41.90180503,-87.72750546
F,E,F,G,1,41.7807823,-87.66788605
F,F,A,G,0,41.81685728,-87.69323975
F,F,C,I,0,41.75118871,-87.61079477
F,F,A,K,0,41.75930873,-87.6736937
F,F,O,G,0,41.77074816,-87.63896727
F,F,A,K,0,41.75094076,-87.62518522
F,F,A,I,0,41.92363798,-87.78998752
F,F,L,K,0,41.82153698,-87.62154262
F,F,L,A,0,41.93467909,-87.63670683
F,F,A,F,0,41.93386366,-87.6457456
F,F,A,H,0,41.74867226,-87.65399183
F,F,A,G,0,41.80608712,-87.65517553
F,F,L,G,0,41.8059881,-87.66733185
F,F,O,G,0,41.97261348,-87.77218101
F,F,L,C,0,41.75278558,-87.58333837
F,F,O,H,1,41.88447623,-87.63131061
F,F,A,J,0,41.76516269,-87.62489689
F,F,L,K,0,41.88439734,-87.72008656
F,F,L,C,0,41.74275965,-87.54786792
B,G,G,H,0,41.77207058,-87.67432181
F,F,L,H,0,41.76571985,-87.61474451
F,F,O,H,0,41.74572782,-87.70716434
F,F,A,J,0,41.74397044,-87.58579712
F,F,L,C,0,41.97949534,-87.69485734
F,F,E,G,1,41.7197755,-87.56114398
F,F,A,K,0,41.78090755,-87.57474299
F,F,M,G,0,41.74315247,-87.71811991
F,F,L,H,0,41.88090858,-87.7117658
F,F,L,C,0,41.89553076,-87.70888767
F,F,A,I,0,41.92113522,-87.66372903
F,F,L,H,0,41.90715332,-87.63968057
F,F,O,G,0,41.83188728,-87.67043188
F,F,L,H,0,41.88557762,-87.65243323
F,F,O,G,0,41.72933146,-87.60619296
F,F,M,K,0,41.93897563,-87.80174751
F,F,M,G,0,41.7318649,-87.64228413
F,F,M,M,0,41.68646046,-87.63373474
F,F,C,G,0,41.98063946,-87.65510293
F,F,L,H,0,41.82683791,-87.63253873
F,E,A,C,0,41.77438845,-87.63737726
F,F,A,F,0,41.71064658,-87.60898558
F,F,M,C,0,42.00348412,-87.67429377
F,E,F,H,1,41.76784487,-87.66632622
F,F,M,C,0,41.87565076,-87.76309768
F,F,M,H,0,41.8822275,-87.73797999
F,F,L,C,0,41.87880039,-87.7312259
F,F,A,H,0,41.8282981,-87.64482905
F,E,F,C,1,41.87422103,-87.73610826
F,F,A,I,0,41.83396174,-87.67182322
F,F,L,G,0,41.87519104,-87.73162329
F,F,C,H,0,41.86854191,-87.63923536
G,D,M,H,0,41.9142173,-87.73012893
F,F,F,F,1,41.87050921,-87.71966859
F,F,L,B,0,41.97676298,-87.90098372
F,F,L,K,0,41.93292614,-87.63725879
F,F,L,G,0,41.67916458,-87.6263241
F,F,A,L,0,41.86734639,-87.63216624
F,F,M,C,0,41.78258701,-87.65457625
F,F,M,H,0,41.76412587,-87.65545997
F,F,A,G,0,41.86192356,-87.62944284
F,F,O,G,0,41.87852941,-87.75051015
F,F,L,L,0,41.84411271,-87.62844534
F,F,L,H,0,41.72969317,-87.65315872
F,F,O,C,0,41.73259375,-87.58682665
F,F,A,I,0,41.96817,-87.68749406
F,F,C,J,0,41.83101741,-87.61696475
F,F,O,H,0,41.85173314,-87.70799247
F,F,O,C,0,41.90991513,-87.67674501
F,F,A,H,0,41.88353946,-87.62623108
F,F,L,M,0,41.80542118,-87.72596423
F,F,A,O,0,41.7511646,-87.61219863
F,F,C,O,0,41.84269583,-87.61721984
F,F,A,C,0,41.80311923,-87.60953678
F,F,M,H,0,42.01601654,-87.67520213
F,F,A,M,1,41.7508739,-87.62904123
F,F,M,H,0,41.783432,-87.61570174
F,F,L,H,0,41.77316842,-87.66531424
F,F,L,C,0,41.75423756,-87.64703946
F,F,C,G,0,41.97641763,-87.65350016
F,E,F,F,1,41.77044844,-87.65867432
F,E,F,F,1,41.86699719,-87.73119349
F,E,F,J,1,41.79393801,-87.64545361
F,E,F,K,1,41.76788954,-87.66268573
F,E,F,F,1,41.90746894,-87.77342049
F,E,F,H,1,41.88068906,-87.72873316
F,F,A,H,0,41.79279375,-87.69987098
F,E,F,F,1,41.76950936,-87.66515792
F,E,F,C,1,41.90352902,-87.72970425
F,F,L,C,0,42.02252631,-87.67243736
F,E,F,H,1,41.89222557,-87.71987946
F,E,F,F,1,41.75193559,-87.61655841
F,E,F,C,1,41.75336747,-87.64289278
F,E,F,F,1,41.78083644,-87.66303848
F,E,F,H,1,41.79939986,-87.61772043
F,E,H,F,0,41.77379173,-87.68162157
F,D,F,H,1,41.78328782,-87.61327242
F,F,L,C,0,41.99826679,-87.68624142
F,F,L,K,0,41.86643128,-87.61245767
F,F,L,C,0,41.75070325,-87.61127663
F,F,E,F,0,41.94748541,-87.65674105
F,E,F,K,1,41.77877668,-87.67511107
B,G,G,H,1,41.6768993,-87.63465459
